"MSA","FIPS"
"RURAL","21165"
"RURAL","21167"
"RURAL","21169"
"RURAL","21171"
"RURAL","21173"
"RURAL","21175"
"RURAL","21177"
"RURAL","21179"
"RURAL","21181"
"RURAL","21183"
"LOUISVILLE, KY","21185"
"RURAL","21187"
"RURAL","21189"
"CINCINNATI, OH","21191"
"RURAL","21193"
"RURAL","21195"
"RURAL","21197"
"RURAL","21199"
"RURAL","21203"
"RURAL","21205"
"RURAL","21207"
"LEXINGTON, KY","21209"
"RURAL","21211"
"RURAL","21213"
"RURAL","21215"
"RURAL","21217"
"RURAL","21219"
"RURAL","21221"
"RURAL","21223"
"RURAL","21225"
"RURAL","21227"
"RURAL","21229"
"RURAL","21231"
"RURAL","21233"
"RURAL","21235"
"RURAL","21237"
"LEXINGTON, KY","21239"
"LAFAYETTE, LA","22001"
"RURAL","22003"
"BATON ROUGE, LA","22005"
"RURAL","22007"
"RURAL","22009"
"RURAL","22011"
"RURAL","22013"
"SHREVEPORT, LA","22015"
"SHREVEPORT, LA","22017"
"LAKE CHARLES, LA","22019"
"RURAL","22021"
"RURAL","22023"
"RURAL","22025"
"RURAL","22027"
"RURAL","22029"
"RURAL","22031"
"BATON ROUGE, LA","22033"
"RURAL","22035"
"RURAL","22037"
"RURAL","22039"
"RURAL","22041"
"RURAL","22043"
"RURAL","22045"
"RURAL","22047"
"RURAL","22049"
"NEW ORLEANS, LA","22051"
"RURAL","22053"
"LAFAYETTE, LA","22055"
"HOUMA, LA","22057"
"RURAL","22059"
"RURAL","22061"
"BATON ROUGE, LA","22063"
"RURAL","22065"
"RURAL","22067"
"RURAL","22069"
"NEW ORLEANS, LA","22071"
"MONROE, LA","22073"
"NEW ORLEANS, LA","22075"
"RURAL","22077"
"ALEXANDRIA, LA","22079"
"RURAL","22081"
"RURAL","22083"
"RURAL","22085"
"NEW ORLEANS, LA","22087"
"NEW ORLEANS, LA","22089"
"RURAL","22091"
"NEW ORLEANS, LA","22093"
"NEW ORLEANS, LA","22095"
"LAFAYETTE, LA","22097"
"LAFAYETTE, LA","22099"
"RURAL","22101"
"NEW ORLEANS, LA","22103"
"RURAL","22105"
"RURAL","22107"
"HOUMA, LA","22109"
"RURAL","22111"
"RURAL","22113"
"RURAL","22115"
"RURAL","22117"
"SHREVEPORT, LA","22119"
"BATON ROUGE, LA","22121"
"RURAL","22123"
"RURAL","22125"
"RURAL","22127"
"LEWISTON, ME","23001"
"RURAL","23003"
"PORTLAND, ME","23005"
"RURAL","23007"
"RURAL","23009"
"RURAL","23011"
"RURAL","23013"
"RURAL","23015"
"RURAL","23017"
"BANGOR, ME","23019"
"RURAL","23021"
"RURAL","23023"
"RURAL","23025"
"RURAL","23027"
"RURAL","23029"
"RURAL","23031"
"CUMBERLAND, MD","24001"
"WASHINGTON, DC","24003"
"WASHINGTON, DC","24005"
"WASHINGTON, DC","24009"
"RURAL","24011"
"WASHINGTON, DC","24013"
"PHILADELPHIA, PA","24015"
"WASHINGTON, DC","24017"
"RURAL","24019"
"WASHINGTON, DC","24021"
"RURAL","24023"
"WASHINGTON, DC","24025"
"WASHINGTON, DC","24027"
"RURAL","24029"
"WASHINGTON, DC","24031"
"WASHINGTON, DC","24033"
"WASHINGTON, DC","24035"
"RURAL","24037"
"RURAL","24039"
"RURAL","24041"
"WASHINGTON, DC","24043"
"RURAL","24045"
"RURAL","24047"
"WASHINGTON, DC","24510"
"HYANNIS, MA","25001"
"PITTSFIELD, MA","25003"
"BOSTON, MA","25005"
"RURAL","25007"
"BOSTON, MA","25009"
"RURAL","25011"
"SPRINGFIELD, MA","25013"
"SPRINGFIELD, MA","25015"
"BOSTON, MA","25017"
"RURAL","25019"
"BOSTON, MA","25021"
"BOSTON, MA","25023"
"BOSTON, MA","25025"
"BOSTON, MA","25027"
"RURAL","26001"
"RURAL","26003"
"GRAND RAPIDS, MI","26005"
"RURAL","26007"
"RURAL","26009"
"RURAL","26011"
"RURAL","26013"
"RURAL","26015"
"MIDLAND, MI","26017"
"RURAL","26019"
"BENTON HARBOR, MI","26021"
"RURAL","26023"
"KALAMAZOO, MI","26025"
"RURAL","26027"
"RURAL","26029"
"RURAL","26031"
"RURAL","26033"
"RURAL","26035"
"LANSING, MI","26037"
"RURAL","26039"
"RURAL","26041"
"RURAL","26043"
"LANSING, MI","26045"
"RURAL","26047"
"DETROIT, MI","26049"
"RURAL","26051"
"RURAL","26053"
"RURAL","26055"
"RURAL","26057"
"RURAL","26059"
"RURAL","26061"
"RURAL","26063"
"LANSING, MI","26065"
"RURAL","26067"
"RURAL","26069"
"RURAL","26071"
"RURAL","26073"
"JACKSON, MI","26075"
"KALAMAZOO, MI","26077"
"RURAL","26079"
"GRAND RAPIDS, MI","26081"
"RURAL","26083"
"RURAL","26085"
"DETROIT, MI","26087"
"RURAL","26089"
"DETROIT, MI","26091"
"DETROIT, MI","26093"
"RURAL","26095"
"RURAL","26097"
"DETROIT, MI","26099"
"RURAL","26101"
"RURAL","26103"
"RURAL","26105"
"RURAL","26107"
"RURAL","26109"
"MIDLAND, MI","26111"
"RURAL","26113"
"DETROIT, MI","26115"
"RURAL","26117"
"RURAL","26119"
"GRAND RAPIDS, MI","26121"
"RURAL","26123"
"DETROIT, MI","26125"
"RURAL","26127"
"RURAL","26129"
"RURAL","26131"
"RURAL","26133"
"RURAL","26135"
"RURAL","26137"
"GRAND RAPIDS, MI","26139"
"RURAL","26141"
"RURAL","26143"
"MIDLAND, MI","26145"
"DETROIT, MI","26147"
"RURAL","26149"
"RURAL","26151"
"RURAL","26153"
"RURAL","26155"
"RURAL","26157"
"KALAMAZOO, MI","26159"
"DETROIT, MI","26161"
"DETROIT, MI","26163"
"RURAL","26165"
"RURAL","27001"
"MINNEAPOLIS, MN","27003"
"RURAL","27005"
"RURAL","27007"
"SAINT CLOUD, MN","27009"
"RURAL","27011"
"RURAL","27013"
"RURAL","27015"
"RURAL","27017"
"MINNEAPOLIS, MN","27019"
"RURAL","27021"
"RURAL","27023"
"MINNEAPOLIS, MN","27025"
"FARGO, ND","27027"
"RURAL","27029"
"RURAL","27031"
"RURAL","27033"
"RURAL","27035"
"MINNEAPOLIS, MN","27037"
"RURAL","27039"
"RURAL","27041"
"RURAL","27043"
"RURAL","27045"
"RURAL","27047"
"RURAL","27049"
"RURAL","27051"
"MINNEAPOLIS, MN","27053"
"LA CROSSE, WI","27055"
"RURAL","27057"
"MINNEAPOLIS, MN","27059"
"RURAL","27061"
"RURAL","27063"
"RURAL","27065"
"RURAL","27067"
"RURAL","27069"
"RURAL","27071"
"RURAL","27073"
"RURAL","27075"
"RURAL","27077"
"RURAL","27079"
"RURAL","27081"
"RURAL","27083"
"RURAL","27085"
"RURAL","27087"
"RURAL","27089"
"RURAL","27091"
"RURAL","27093"
"RURAL","27095"
"RURAL","27097"
"RURAL","27099"
"RURAL","27101"
"RURAL","27103"
"RURAL","27105"
"RURAL","27107"
"ROCHESTER, MN","27109"
"RURAL","27111"
"RURAL","27113"
"RURAL","27115"
"RURAL","27117"
"GRAND FORKS, ND","27119"
"RURAL","27121"
"MINNEAPOLIS, MN","27123"
"RURAL","27125"
"RURAL","27127"
"RURAL","27129"
"RURAL","27131"
"RURAL","27133"
"RURAL","27135"
"DULUTH, MN","27137"
"MINNEAPOLIS, MN","27139"
"MINNEAPOLIS, MN","27141"
"RURAL","27143"
"SAINT CLOUD, MN","27145"
"RURAL","27147"
"RURAL","27149"
"RURAL","27151"
"RURAL","27153"
"RURAL","27155"
"RURAL","27157"
"RURAL","27159"
"RURAL","27161"
"MINNEAPOLIS, MN","27163"
"RURAL","27165"
"RURAL","27167"
"RURAL","27169"
"MINNEAPOLIS, MN","27171"
"RURAL","27173"
"RURAL","28001"
"RURAL","28003"
"RURAL","28005"
"RURAL","28007"
"RURAL","28009"
"RURAL","28011"
"RURAL","28013"
"RURAL","28017"
"RURAL","28019"
"RURAL","28021"
"RURAL","28023"
"RURAL","28025"
"RURAL","28027"
"RURAL","28029"
"RURAL","28031"
"MEMPHIS, TN","28033"
"HATTIESBURG, MS","28035"
"RURAL","28037"
"RURAL","28039"
"RURAL","28041"
"RURAL","28043"
"GULFPORT, MS","28045"
"GULFPORT, MS","28047"
"JACKSON, MS","28049"
"RURAL","28051"
"RURAL","28053"
"RURAL","28055"
"RURAL","28057"
"GULFPORT, MS","28059"
"RURAL","28061"
"RURAL","28063"
"RURAL","28065"
"RURAL","28067"
"RURAL","28069"
"RURAL","28071"
"HATTIESBURG, MS","28073"
"RURAL","28075"
"RURAL","28077"
"RURAL","28079"
"RURAL","28081"
"RURAL","28083"
"RURAL","28085"
"RURAL","28087"
"JACKSON, MS","28089"
"RURAL","28091"
"RURAL","28093"
"RURAL","28095"
"RURAL","28097"
"RURAL","28099"
"RURAL","28101"
"RURAL","28103"
"RURAL","28105"
"RURAL","28107"
"RURAL","28109"
"RURAL","28111"
"RURAL","28113"
"RURAL","28115"
"RURAL","28117"
"RURAL","28119"
"JACKSON, MS","28121"
"RURAL","28123"
"RURAL","28125"
"RURAL","28127"
"RURAL","28129"
"RURAL","28131"
"RURAL","28133"
"RURAL","28135"
"RURAL","28137"
"RURAL","28139"
"RURAL","28141"
"RURAL","28143"
"RURAL","28145"
"RURAL","28147"
"RURAL","28149"
"RURAL","28151"
"RURAL","28153"
"RURAL","28155"
"RURAL","28157"
"RURAL","28159"
"RURAL","28161"
"RURAL","28163"
"RURAL","29001"
"SAINT JOSEPH, MO","29003"
"RURAL","29005"
"RURAL","29007"
"RURAL","29009"
"RURAL","29011"
"RURAL","29013"
"RURAL","29015"
"RURAL","29017"
"COLUMBIA, MO","29019"
"SAINT JOSEPH, MO","29021"
"RURAL","29023"
"RURAL","29025"
"RURAL","29027"
"RURAL","29029"
"RURAL","29031"
"RURAL","29033"
"RURAL","29035"
"KANSAS CITY, MO","29037"
"RURAL","29039"
"RURAL","29041"
"SPRINGFIELD, MO","29043"
"RURAL","29045"
"KANSAS CITY, MO","29047"
"KANSAS CITY, MO","29049"
"RURAL","29051"
"RURAL","29053"
"RURAL","29055"
"RURAL","29057"
"RURAL","29059"
"RURAL","29061"
"RURAL","29063"
"RURAL","29065"
"RURAL","29067"
"RURAL","29069"
"SAINT LOUIS, MO","29071"
"RURAL","29073"
"RURAL","29075"
"SPRINGFIELD, MO","29077"
"RURAL","29079"
"RURAL","29081"
"RURAL","29083"
"RURAL","29085"
"RURAL","29087"
"RURAL","29089"
"RURAL","29091"
"RURAL","29093"
"KANSAS CITY, MO","29095"
"JOPLIN, MO","29097"
"SAINT LOUIS, MO","29099"
"RURAL","29101"
"RURAL","29103"
"RURAL","29105"
"KANSAS CITY, MO","29107"
"JOPLIN, MO","29109"
"RURAL","29111"
"SAINT LOUIS, MO","29113"
"RURAL","29115"
"RURAL","29117"
"RURAL","29119"
"RURAL","29121"
"RURAL","29123"
"RURAL","29125"
"RURAL","29127"
"RURAL","29129"
"RURAL","29131"
"RURAL","29133"
"RURAL","29135"
"RURAL","29137"
"RURAL","29139"
"RURAL","29141"
"RURAL","29143"
"JOPLIN, MO","29145"
"RURAL","29147"
"RURAL","29149"
"RURAL","29151"
"RURAL","29153"
"RURAL","29155"
"RURAL","29157"
"RURAL","29159"
"RURAL","29161"
"RURAL","29163"
"KANSAS CITY, MO","29165"
"RURAL","29167"
"RURAL","29169"
"RURAL","29171"
"RURAL","29173"
"RURAL","29175"
"KANSAS CITY, MO","29177"
"RURAL","29179"
"RURAL","29181"
"SAINT LOUIS, MO","29183"
"RURAL","29185"
"RURAL","29186"
"RURAL","29187"
"SAINT LOUIS, MO","29189"
"RURAL","29195"
"RURAL","29197"
"RURAL","29199"
"RURAL","29201"
"RURAL","29203"
"RURAL","29205"
"RURAL","29207"
"RURAL","29209"
"RURAL","29211"
"RURAL","29213"
"RURAL","29215"
"RURAL","29217"
"SAINT LOUIS, MO","29219"
"RURAL","29221"
"RURAL","29223"
"SPRINGFIELD, MO","29225"
"RURAL","29229"
"SAINT LOUIS, MO","29510"
"RURAL","30001"
"RURAL","30003"
"RURAL","30005"
"RURAL","30007"
"RURAL","30009"
"RURAL","30011"
"GREAT FALLS, MT","30013"
"RURAL","30015"
"RURAL","30017"
"RURAL","30019"
"RURAL","30021"
"RURAL","30023"
"RURAL","30025"
"RURAL","30027"
"RURAL","30029"
"RURAL","30031"
"RURAL","30033"
"RURAL","30035"
"RURAL","30039"
"RURAL","30041"
"RURAL","30043"
"RURAL","30045"
"RURAL","30047"
"RURAL","30049"
"RURAL","30051"
"RURAL","30053"
"RURAL","30055"
"RURAL","30057"
"RURAL","30059"
"RURAL","30061"
"RURAL","30063"
"RURAL","30065"
"RURAL","30067"
"RURAL","30071"
"RURAL","30073"
"RURAL","30075"
"RURAL","30077"
"RURAL","30079"
"RURAL","30081"
"RURAL","30083"
"RURAL","30085"
"RURAL","30087"
"RURAL","30089"
"RURAL","30091"
"RURAL","30093"
"RURAL","30095"
"RURAL","30097"
"RURAL","30099"
"RURAL","30101"
"RURAL","30105"
"RURAL","30107"
"BILLINGS, MT","30111"
"RURAL","31001"
"RURAL","31003"
"RURAL","31011"
"RURAL","31013"
"RURAL","31015"
"RURAL","31017"
"RURAL","31019"
"RURAL","31021"
"RURAL","31023"
"OMAHA, NE","31025"
"RURAL","31027"
"RURAL","31029"
"RURAL","31031"
"RURAL","31033"
"RURAL","31035"
"RURAL","31037"
"RURAL","31039"
"RURAL","31041"
"SIOUX CITY, IA","31043"
"RURAL","31045"
"RURAL","31047"
"RURAL","31049"
"RURAL","31051"
"RURAL","31053"
"OMAHA, NE","31055"
"RURAL","31057"
"RURAL","31059"
"RURAL","31061"
"RURAL","31063"
"RURAL","31065"
"RURAL","31067"
"RURAL","31069"
"RURAL","31071"
"RURAL","31073"
"RURAL","31075"
"RURAL","31077"
"RURAL","31079"
"RURAL","31081"
"RURAL","31083"
"RURAL","31085"
"RURAL","31087"
"RURAL","31089"
"RURAL","31091"
"RURAL","31093"
"RURAL","31095"
"RURAL","31097"
"RURAL","31099"
"RURAL","31101"
"RURAL","31105"
"RURAL","31107"
"LINCOLN, NE","31109"
"RURAL","31111"
"RURAL","31113"
"RURAL","31117"
"RURAL","31119"
"RURAL","31121"
"RURAL","31123"
"RURAL","31125"
"RURAL","31127"
"RURAL","31129"
"RURAL","31131"
"RURAL","31133"
"RURAL","31135"
"RURAL","31137"
"RURAL","31139"
"RURAL","31141"
"RURAL","31143"
"RURAL","31145"
"RURAL","31147"
"RURAL","31149"
"RURAL","31151"
"OMAHA, NE","31153"
"RURAL","31155"
"RURAL","31157"
"RURAL","31159"
"RURAL","31161"
"RURAL","31163"
"RURAL","31165"
"RURAL","31167"
"RURAL","31169"
"RURAL","31171"
"RURAL","31173"
"RURAL","31175"
"OMAHA, NE","31177"
"RURAL","31179"
"RURAL","31181"
"RURAL","31183"
"RURAL","31185"
"RURAL","32001"
"LAS VEGAS, NV","32003"
"RURAL","32005"
"RURAL","32007"
"RURAL","32009"
"RURAL","32013"
"RURAL","32015"
"RURAL","32017"
"RURAL","32019"
"RURAL","32021"
"LAS VEGAS, NV","32023"
"RURAL","32027"
"RURAL","32029"
"RENO, NV","32031"
"RURAL","32033"
"RURAL","32510"
"RURAL","33001"
"RURAL","33003"
"RURAL","33005"
"RURAL","33007"
"RURAL","33009"
"BOSTON, MA","33011"
"RURAL","33013"
"BOSTON, MA","33015"
"BOSTON, MA","33017"
"RURAL","33019"
"PHILADELPHIA, PA","34001"
"NEW YORK, NY","34003"
"PHILADELPHIA, PA","34005"
"PHILADELPHIA, PA","34007"
"PHILADELPHIA, PA","34009"
"PHILADELPHIA, PA","34011"
"NEW YORK, NY","34013"
"PHILADELPHIA, PA","34015"
"NEW YORK, NY","34017"
"NEW YORK, NY","34019"
"NEW YORK, NY","34021"
"NEW YORK, NY","34023"
"NEW YORK, NY","34025"
"NEW YORK, NY","34027"
"NEW YORK, NY","34029"
"NEW YORK, NY","34031"
"PHILADELPHIA, PA","34033"
"NEW YORK, NY","34035"
"NEW YORK, NY","34037"
"NEW YORK, NY","34039"
"NEW YORK, NY","34041"
"ALBUQUERQUE, NM","35001"
"RURAL","35003"
"RURAL","35005"
"RURAL","35006"
"RURAL","35007"
"RURAL","35009"
"RURAL","35011"
"LAS CRUCES, NM","35013"
"RURAL","35015"
"RURAL","35017"
"RURAL","35019"
"RURAL","35023"
"RURAL","35025"
"RURAL","35027"
"SANTA FE, NM","35028"
"RURAL","35029"
"RURAL","35031"
"RURAL","35033"
"RURAL","35035"
"RURAL","35037"
"RURAL","35039"
"RURAL","35041"
"ALBUQUERQUE, NM","35043"
"RURAL","35045"
"RURAL","35047"
"SANTA FE, NM","35049"
"RURAL","35051"
"RURAL","35053"
"RURAL","35055"
"RURAL","35057"
"RURAL","35059"
"ALBUQUERQUE, NM","35061"
"ALBANY, NY","36001"
"RURAL","36003"
"NEW YORK, NY","36005"
"BINGHAMTON, NY","36007"
"RURAL","36009"
"SYRACUSE, NY","36011"
"JAMESTOWN, NY","36013"
"ELMIRA, NY","36015"
"RURAL","36017"
"RURAL","36019"
"RURAL","36021"
"RURAL","36023"
"RURAL","36025"
"NEW YORK, NY","36027"
"BUFFALO, NY","36029"
"RURAL","36031"
"RURAL","36033"
"RURAL","36035"
"ROCHESTER, NY","36037"
"RURAL","36039"
"RURAL","36041"
"UTICA, NY","36043"
"RURAL","36045"
"NEW YORK, NY","36047"
"RURAL","36049"
"ROCHESTER, NY","36051"
"SYRACUSE, NY","36053"
"ROCHESTER, NY","36055"
"ALBANY, NY","36057"
"NEW YORK, NY","36059"
"NEW YORK, NY","36061"
"BUFFALO, NY","36063"
"UTICA, NY","36065"
"SYRACUSE, NY","36067"
"ROCHESTER, NY","36069"
"NEW YORK, NY","36071"
"ROCHESTER, NY","36073"
"SYRACUSE, NY","36075"
"RURAL","36077"
"NEW YORK, NY","36079"
"NEW YORK, NY","36081"
"ALBANY, NY","36083"
"NEW YORK, NY","36085"
"NEW YORK, NY","36087"
"RURAL","36089"
"ALBANY, NY","36091"
"ALBANY, NY","36093"
"ALBANY, NY","36095"
"RURAL","36097"
"RURAL","36099"
"RURAL","36101"
"NEW YORK, NY","36103"
"RURAL","36105"
"BINGHAMTON, NY","36107"
"RURAL","36109"
"RURAL","36111"
"GLENS FALLS, NY","36113"
"GLENS FALLS, NY","36115"
"ROCHESTER, NY","36117"
"NEW YORK, NY","36119"
"RURAL","36121"
"RURAL","36123"
"GREENSBORO, NC","37001"
"HICKORY, NC","37003"
"RURAL","37005"
"RURAL","37007"
"RURAL","37009"
"RURAL","37011"
"RURAL","37013"
"RURAL","37015"
"RURAL","37017"
"WILMINGTON, NC","37019"
"ASHEVILLE, NC","37021"
"HICKORY, NC","37023"
"CHARLOTTE, NC","37025"
"HICKORY, NC","37027"
"RURAL","37029"
"RURAL","37031"
"RURAL","37033"
"HICKORY, NC","37035"
"RALEIGH, NC","37037"
"RURAL","37039"
"RURAL","37041"
"RURAL","37043"
"RURAL","37045"
"RURAL","37047"
"RURAL","37049"
"FAYETTEVILLE, NC","37051"
"VIRGINIA BCH, VA","37053"
"RURAL","37055"
"GREENSBORO, NC","37057"
"GREENSBORO, NC","37059"
"RURAL","37061"
"RALEIGH, NC","37063"
"ROCKY MOUNT, NC","37065"
"GREENSBORO, NC","37067"
"RALEIGH, NC","37069"
"CHARLOTTE, NC","37071"
"RURAL","37073"
"RURAL","37075"
"RURAL","37077"
"RURAL","37079"
"GREENSBORO, NC","37081"
"RURAL","37083"
"RURAL","37085"
"RURAL","37087"
"RURAL","37089"
"RURAL","37091"
"RURAL","37093"
"RURAL","37095"
"RURAL","37097"
"RURAL","37099"
"RALEIGH, NC","37101"
"RURAL","37103"
"RURAL","37105"
"RURAL","37107"
"CHARLOTTE, NC","37109"
"RURAL","37111"
"RURAL","37113"
"ASHEVILLE, NC","37115"
"RURAL","37117"
"CHARLOTTE, NC","37119"
"RURAL","37121"
"RURAL","37123"
"RURAL","37125"
"RALEIGH, NC","37127"
"WILMINGTON, NC","37129"
"RURAL","37131"
"JACKSONVILLE, NC","37133"
"RALEIGH, NC","37135"
"RURAL","37137"
"RURAL","37139"
"RURAL","37141"
"RURAL","37143"
"RURAL","37145"
"GREENVILLE, NC","37147"
"RURAL","37149"
"GREENSBORO, NC","37151"
"RURAL","37153"
"RURAL","37155"
"RURAL","37157"
"CHARLOTTE, NC","37159"
"RURAL","37161"
"RURAL","37163"
"RURAL","37165"
"RURAL","37167"
"GREENSBORO, NC","37169"
"RURAL","37171"
"RURAL","37173"
"RURAL","37175"
"RURAL","37177"
"CHARLOTTE, NC","37179"
"RURAL","37181"
"RALEIGH, NC","37183"
"RURAL","37185"
"RURAL","37187"
"RURAL","37189"
"GOLDSBORO, NC","37191"
"RURAL","37193"
"RURAL","37195"
"GREENSBORO, NC","37197"
"RURAL","37199"
"RURAL","38001"
"RURAL","38003"
"RURAL","38005"
"RURAL","38007"
"RURAL","38009"
"RURAL","38011"
"RURAL","38013"
"BISMARCK, ND","38015"
"FARGO, ND","38017"
"RURAL","38019"
"RURAL","38021"
"RURAL","38023"
"RURAL","38025"
"RURAL","38027"
"RURAL","38029"
"RURAL","38031"
"RURAL","38033"
"GRAND FORKS, ND","38035"
"RURAL","38037"
"RURAL","38039"
"RURAL","38041"
"RURAL","38043"
"RURAL","38045"
"RURAL","38047"
"RURAL","38049"
"RURAL","38051"
"RURAL","38053"
"RURAL","38055"
"RURAL","38057"
"BISMARCK, ND","38059"
"RURAL","38061"
"RURAL","38063"
"RURAL","38065"
"RURAL","38067"
"RURAL","38069"
"RURAL","38071"
"RURAL","38073"
"RURAL","38075"
"RURAL","38077"
"RURAL","38079"
"RURAL","38081"
"RURAL","38083"
"RURAL","38085"
"RURAL","38087"
"RURAL","38089"
"RURAL","38091"
"RURAL","38093"
"RURAL","38095"
"RURAL","38097"
"RURAL","38099"
"RURAL","38101"
"RURAL","38103"
"RURAL","38105"
"RURAL","39001"
"LIMA, OH","39003"
"RURAL","39005"
"CLEVELAND, OH","39007"
"RURAL","39009"
"LIMA, OH","39011"
"WHEELING, WV","39013"
"CINCINNATI, OH","39015"
"CINCINNATI, OH","39017"
"CANTON, OH","39019"
"RURAL","39021"
"DAYTON, OH","39023"
"CINCINNATI, OH","39025"
"RURAL","39027"
"YOUNGSTOWN, OH","39029"
"RURAL","39031"
"MANSFIELD, OH","39033"
"CLEVELAND, OH","39035"
"RURAL","39037"
"RURAL","39039"
"COLUMBUS, OH","39041"
"RURAL","39043"
"COLUMBUS, OH","39045"
"RURAL","39047"
"COLUMBUS, OH","39049"
"TOLEDO, OH","39051"
"RURAL","39053"
"CLEVELAND, OH","39055"
"DAYTON, OH","39057"
"RURAL","39059"
"CINCINNATI, OH","39061"
"RURAL","39063"
"RURAL","39065"
"RURAL","39067"
"RURAL","39069"
"RURAL","39071"
"RURAL","39073"
"RURAL","39075"
"RURAL","39077"
"RURAL","39079"
"STEUBENVILLE, OH","39081"
"RURAL","39083"
"CLEVELAND, OH","39085"
"HUNTINGTON, WV","39087"
"COLUMBUS, OH","39089"
"RURAL","39091"
"CLEVELAND, OH","39093"
"TOLEDO, OH","39095"
"COLUMBUS, OH","39097"
"YOUNGSTOWN, OH","39099"
"RURAL","39101"
"CLEVELAND, OH","39103"
"RURAL","39105"
"RURAL","39107"
"DAYTON, OH","39109"
"RURAL","39111"
"DAYTON, OH","39113"
"RURAL","39115"
"RURAL","39117"
"RURAL","39119"
"RURAL","39121"
"RURAL","39123"
"RURAL","39125"
"RURAL","39127"
"COLUMBUS, OH","39129"
"RURAL","39131"
"CLEVELAND, OH","39133"
"RURAL","39135"
"RURAL","39137"
"MANSFIELD, OH","39139"
"RURAL","39141"
"RURAL","39143"
"RURAL","39145"
"RURAL","39147"
"RURAL","39149"
"CANTON, OH","39151"
"CLEVELAND, OH","39153"
"YOUNGSTOWN, OH","39155"
"RURAL","39157"
"RURAL","39159"
"RURAL","39161"
"RURAL","39163"
"CINCINNATI, OH","39165"
"PARKERSBURG, WV","39167"
"RURAL","39169"
"RURAL","39171"
"TOLEDO, OH","39173"
"RURAL","39175"
"RURAL","40001"
"RURAL","40003"
"RURAL","40005"
"RURAL","40007"
"RURAL","40009"
"RURAL","40011"
"RURAL","40013"
"RURAL","40015"
"OKLAHOMA CITY, OK","40017"
"RURAL","40019"
"RURAL","40021"
"RURAL","40023"
"RURAL","40025"
"OKLAHOMA CITY, OK","40027"
"RURAL","40029"
